,Prices,Beds,Baths,SquareFt,Loc,p/sf
147,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
148,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
149,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
150,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
151,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
152,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
153,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
154,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
155,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
156,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
157,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
158,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
159,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
160,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
161,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
162,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
163,399999.0,4,2,2100,"Montross, VA",190.47571428571428
164,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
165,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
166,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
167,299000.0,3,2,1300,"Suffolk, VA",230.0
168,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
169,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
170,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
171,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
172,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
173,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
174,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
175,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
176,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
177,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
178,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
179,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
180,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
181,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
182,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
183,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
184,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
185,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
186,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
187,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
188,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
189,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
190,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
191,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
192,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
193,399999.0,4,2,2100,"Montross, VA",190.47571428571428
194,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
195,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
196,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
197,299000.0,3,2,1300,"Suffolk, VA",230.0
198,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
199,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
200,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
201,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
202,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
203,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
204,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
205,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
206,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
207,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
208,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
209,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
210,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
211,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
212,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
213,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
214,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
215,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
216,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
217,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
218,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
219,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
220,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
221,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
222,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
223,399999.0,4,2,2100,"Montross, VA",190.47571428571428
224,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
225,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
226,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
227,299000.0,3,2,1300,"Suffolk, VA",230.0
228,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
229,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
230,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
231,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
232,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
233,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
234,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
235,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
236,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
237,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
238,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
239,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
240,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
241,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
242,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
243,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
244,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
245,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
246,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
247,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
248,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
249,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
250,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
251,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
252,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
253,399999.0,4,2,2100,"Montross, VA",190.47571428571428
254,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
255,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
256,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
257,299000.0,3,2,1300,"Suffolk, VA",230.0
258,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
259,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
260,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
261,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
262,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
263,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
264,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
265,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
266,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
267,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
268,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
269,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
270,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
271,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
272,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
273,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
274,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
275,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
276,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
277,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
278,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
279,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
280,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
281,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
282,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
283,399999.0,4,2,2100,"Montross, VA",190.47571428571428
284,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
285,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
286,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
287,299000.0,3,2,1300,"Suffolk, VA",230.0
288,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
289,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
290,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
291,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
292,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
293,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
294,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
295,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
296,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
297,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
298,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
299,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
300,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
301,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
302,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
303,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
304,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
305,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
306,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
307,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
308,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
309,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
310,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
311,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
312,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
313,399999.0,4,2,2100,"Montross, VA",190.47571428571428
314,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
315,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
316,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
317,299000.0,3,2,1300,"Suffolk, VA",230.0
318,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
319,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
320,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
321,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
322,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
323,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
324,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
325,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
326,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
327,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
328,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
329,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
330,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
331,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
332,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
333,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
334,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
335,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
336,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
337,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
338,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
339,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
340,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
341,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
342,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
343,399999.0,4,2,2100,"Montross, VA",190.47571428571428
344,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
345,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
346,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
347,299000.0,3,2,1300,"Suffolk, VA",230.0
348,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
349,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
350,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
351,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
352,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
353,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
354,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
355,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
356,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
357,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
358,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
359,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
360,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
361,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
362,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
363,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
364,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
365,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
366,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
367,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
368,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
369,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
370,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
371,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
372,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
373,399999.0,4,2,2100,"Montross, VA",190.47571428571428
374,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
375,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
376,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
377,299000.0,3,2,1300,"Suffolk, VA",230.0
378,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
379,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
380,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
381,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
382,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
383,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
384,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
385,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
386,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
387,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
388,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
389,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
390,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
391,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
392,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
393,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
394,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
395,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
396,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
397,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
398,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
399,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
400,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
401,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
402,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
403,399999.0,4,2,2100,"Montross, VA",190.47571428571428
404,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
405,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
406,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
407,299000.0,3,2,1300,"Suffolk, VA",230.0
408,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
409,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
410,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
411,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
412,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
413,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
414,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
415,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
416,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
417,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
418,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
419,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
420,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
421,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
422,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
423,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
424,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
425,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
426,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
427,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
428,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
429,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
430,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
431,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
432,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
433,399999.0,4,2,2100,"Montross, VA",190.47571428571428
434,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
435,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
436,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
437,299000.0,3,2,1300,"Suffolk, VA",230.0
438,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
439,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
440,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
441,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
442,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
443,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
444,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
445,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
446,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
447,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
448,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
449,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
450,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
451,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
452,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
453,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
454,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
455,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
456,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
457,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
458,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
459,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
460,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
461,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
462,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
463,399999.0,4,2,2100,"Montross, VA",190.47571428571428
464,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
465,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
466,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
467,299000.0,3,2,1300,"Suffolk, VA",230.0
468,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
469,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
470,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
471,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
472,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
473,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
474,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
475,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
476,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
477,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
478,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
479,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
480,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
481,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
482,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
483,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
484,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
485,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
486,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
487,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
488,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
489,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
490,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
491,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
492,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
493,399999.0,4,2,2100,"Montross, VA",190.47571428571428
494,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
495,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
496,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
497,299000.0,3,2,1300,"Suffolk, VA",230.0
498,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
499,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
500,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
501,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
502,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
503,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
504,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
505,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
506,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
507,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
508,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
509,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
510,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
511,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
512,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
513,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
514,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
515,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
516,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
517,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
518,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
519,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
520,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
521,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
522,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
523,399999.0,4,2,2100,"Montross, VA",190.47571428571428
524,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
525,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
526,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
527,299000.0,3,2,1300,"Suffolk, VA",230.0
528,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
529,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
530,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
531,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
532,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
533,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
534,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
535,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
536,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
537,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
538,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
539,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
540,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
541,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
542,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
543,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
544,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
545,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
546,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
547,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
548,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
549,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
