,Prices,Beds,Baths,SquareFt,Loc,p/sf
550,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
551,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
552,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
553,399999.0,4,2,2100,"Montross, VA",190.47571428571428
554,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
555,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
556,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
557,299000.0,3,2,1300,"Suffolk, VA",230.0
558,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
559,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
560,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
561,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
562,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
563,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
564,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
565,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
566,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
567,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
568,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
569,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
570,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
571,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
572,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
573,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
574,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
575,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
576,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
577,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
578,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
579,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
580,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
581,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
582,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
583,399999.0,4,2,2100,"Montross, VA",190.47571428571428
584,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
585,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
586,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
587,299000.0,3,2,1300,"Suffolk, VA",230.0
588,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
589,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
590,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
591,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
592,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
593,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
594,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
595,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
596,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
597,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
598,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
599,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
600,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
601,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
602,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
603,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
604,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
605,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
606,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
607,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
608,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
609,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
610,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
611,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
612,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
613,399999.0,4,2,2100,"Montross, VA",190.47571428571428
614,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
615,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
616,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
617,299000.0,3,2,1300,"Suffolk, VA",230.0
618,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
619,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
620,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
621,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
622,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
623,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
624,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
625,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
626,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
627,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
628,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
629,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
630,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
631,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
632,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
633,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
634,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
635,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
636,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
637,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
638,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
639,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
640,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
641,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
642,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
643,399999.0,4,2,2100,"Montross, VA",190.47571428571428
644,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
645,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
646,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
647,299000.0,3,2,1300,"Suffolk, VA",230.0
648,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
649,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
650,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
651,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
652,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
653,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
654,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
655,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
656,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
657,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
658,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
659,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
660,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
661,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
662,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
663,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
664,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
665,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
666,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
667,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
668,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
669,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
670,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
671,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
672,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
673,399999.0,4,2,2100,"Montross, VA",190.47571428571428
674,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
675,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
676,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
677,299000.0,3,2,1300,"Suffolk, VA",230.0
678,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
679,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
680,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
681,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
682,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
683,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
684,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
685,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
686,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
687,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
688,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
689,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
690,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
691,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
692,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
693,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
694,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
695,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
696,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
697,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
698,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
699,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
700,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
701,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
702,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
703,399999.0,4,2,2100,"Montross, VA",190.47571428571428
704,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
705,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
706,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
707,299000.0,3,2,1300,"Suffolk, VA",230.0
708,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
709,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
710,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
711,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
712,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
713,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
714,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
715,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
716,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
717,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
718,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
719,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
720,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
721,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
722,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
723,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
724,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
725,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
726,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
727,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
728,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
729,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
730,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
731,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
732,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
733,399999.0,4,2,2100,"Montross, VA",190.47571428571428
734,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
735,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
736,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
737,299000.0,3,2,1300,"Suffolk, VA",230.0
738,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
739,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
740,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
741,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
742,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
743,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
744,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
745,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
746,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
747,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
748,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
749,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
750,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
751,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
752,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
753,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
754,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
755,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
756,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
757,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
758,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
759,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
760,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
761,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
762,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
763,399999.0,4,2,2100,"Montross, VA",190.47571428571428
764,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
765,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
766,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
767,299000.0,3,2,1300,"Suffolk, VA",230.0
768,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
769,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
770,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
771,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
772,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
773,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
774,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
775,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
776,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
777,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
778,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
779,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
780,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
781,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
782,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
783,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
784,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
785,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
786,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
787,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
788,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
789,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
790,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
791,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
792,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
793,399999.0,4,2,2100,"Montross, VA",190.47571428571428
794,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
795,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
796,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
797,299000.0,3,2,1300,"Suffolk, VA",230.0
798,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
799,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
800,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
801,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
802,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
803,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
804,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
805,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
806,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
807,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
808,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
809,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
810,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
811,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
812,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
813,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
814,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
815,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
816,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
817,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
818,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
819,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
820,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
821,234950.0,3,2,1053,"Gloucester, VA",223.12440645773978
822,234900.0,4,2,1568,"Suffolk, VA",149.80867346938774
823,399999.0,4,2,2100,"Montross, VA",190.47571428571428
824,365000.0,3,2,1388,"Forest Hill, Richmond, VA",262.9682997118156
825,739000.0,4,3,2768,"Henrico, VA",266.9797687861272
826,255000.0,5,3,1900,"Suffolk, VA",134.21052631578948
827,299000.0,3,2,1300,"Suffolk, VA",230.0
828,375000.0,3,2,1569,"Suffolk, VA",239.0057361376673
829,285000.0,3,3,1704,"Williamsburg, VA",167.25352112676057
830,189900.0,2,2,979,"British Camp Farms, Richmond, VA",193.97344228804903
831,300000.0,3,3,2144,"Greenbrier West, Chesapeake, VA",139.92537313432837
832,195000.0,3,2,1248,"Indian River, Chesapeake, VA",156.25
833,259900.0,3,3,1363,"Mayfield, Fredericksburg, VA",190.68231841526045
834,500000.0,4,3,2300,"Great Bridge, Chesapeake, VA",217.3913043478261
835,240000.0,4,2,2620,"Mercury Central, Hampton, VA",91.6030534351145
836,310000.0,4,3,2000,"Great Bridge East, Chesapeake, VA",155.0
837,350000.0,4,3,2238,"Fredericksburg, VA",156.38963360142984
838,295000.0,4,3,2016,"Henrico, VA",146.3293650793651
839,305000.0,3,3,1620,"Henrico, VA",188.2716049382716
840,270000.0,4,3,2283,"Western Branch South, Chesapeake, VA",118.26544021024966
841,299750.0,4,2,1750,"South Norfolk, Chesapeake, VA",171.28571428571428
842,260000.0,3,2,2444,"North Chesterfield, VA",106.38297872340425
843,380000.0,5,3,2750,"Midlothian, VA",138.1818181818182
844,489000.0,3,3,2351,"Glen Allen, VA",207.99659719268396
845,285000.0,3,3,1440,"Chesterfield, VA",197.91666666666666
846,250000.0,4,3,2350,"Western Branch South, Chesapeake, VA",106.38297872340425
847,270000.0,3,2,1067,"Fredericksburg, VA",253.04592314901592
848,379000.0,4,3,1940,"Charlottesville, VA",195.36082474226805
849,300000.0,3,2,1905,"Williamsburg, VA",157.48031496062993
850,315000.0,4,4,2695,"North Chesterfield, VA",116.88311688311688
